0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Chopin Polonaise in Ab major Opus 53"
1, 0, Copyright_t, "Copyright © 2003 by Bernd Krueger "
1, 0, Text_t, "Frederic Chopin"
1, 0, Text_t, "Maestoso"
1, 0, Text_t, "Fertiggestellt am 12.6.2003\012"
1, 0, Text_t, "Update am 24.5.2010\012"
1, 0, Text_t, "Update am 27.2.2014\012"
1, 0, Text_t, "Dauer: 5:55 Minuten\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, -4, "major"
1, 0, Tempo, 545455
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Note_on_c, 0, 51, 74
1, 0, Note_on_c, 0, 63, 88
1, 0, Control_c, 0, 91, 127
1, 0, Text_t, "bdca426d104a26ac9dcb070447587523"
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Note_on_c, 0, 27, 63
1, 0, Note_on_c, 0, 39, 75
1, 0, Control_c, 0, 64, 0
1, 86, Control_c, 0, 64, 127
1, 480, Note_on_c, 0, 39, 0
1, 480, Note_on_c, 0, 51, 0
1, 480, Note_on_c, 0, 63, 0
1, 480, Note_on_c, 0, 27, 0
1, 720, Tempo, 439560
1, 720, Note_on_c, 0, 49, 40
1, 720, Note_on_c, 0, 52, 40
1, 720, Note_on_c, 0, 57, 47
1, 724, Control_c, 0, 64, 0
1, 800, Tempo, 437956
1, 840, Tempo, 436364
1, 840, Note_on_c, 0, 57, 0
1, 840, Note_on_c, 0, 52, 0
1, 840, Note_on_c, 0, 49, 0
1, 840, Note_on_c, 0, 50, 42
1, 840, Note_on_c, 0, 53, 42
1, 840, Note_on_c, 0, 58, 50
1, 880, Tempo, 434783
1, 920, Tempo, 433213
1, 960, Tempo, 431655
1, 960, Note_on_c, 0, 58, 0
1, 960, Note_on_c, 0, 53, 0
1, 960, Note_on_c, 0, 50, 0
1, 960, Note_on_c, 0, 51, 45
1, 960, Note_on_c, 0, 54, 45
1, 960, Note_on_c, 0, 59, 53
