0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Chopin Mazurka Opus 33 Nr. 2"
1, 0, Copyright_t, "Copyright © 2003 by Bernd Krueger "
1, 0, Text_t, "Frederic Chopin"
1, 0, Text_t, "Vivace"
1, 0, Text_t, "Fertiggestellt am 12.7.2003\012"
1, 0, Text_t, "Update am 9.7.2010\012"
1, 0, Text_t, "Update am 25.2.2014\012"
1, 0, Text_t, "Dauer: 2:23 Minuten\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, 2, "major"
1, 0, Tempo, 343859
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Text_t, "bdca426d104a26ac9dcb070447587523"
1, 0, Control_c, 0, 91, 127
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 64, 0
1, 0, Control_c, 0, 64, 0
1, 960, Note_on_c, 0, 69, 77
1, 1440, Tempo, 294190
1, 1440, Note_on_c, 0, 66, 68
1, 1440, Note_on_c, 0, 50, 59
1, 1490, Control_c, 0, 64, 127
1, 1680, Note_on_c, 0, 50, 0
1, 1680, Note_on_c, 0, 69, 0
1, 1680, Note_on_c, 0, 73, 70
1, 1920, Tempo, 287646
1, 1920, Note_on_c, 0, 73, 0
1, 1920, Note_on_c, 0, 66, 0
1, 1920, Note_on_c, 0, 74, 71
1, 1920, Note_on_c, 0, 66, 60
1, 1920, Note_on_c, 0, 50, 52
1, 1920, Note_on_c, 0, 57, 52
1, 1920, Note_on_c, 0, 62, 52
1, 2160, Note_on_c, 0, 74, 0
1, 2160, Note_on_c, 0, 76, 71
1, 2400, Tempo, 297192
1, 2400, Note_on_c, 0, 76, 0
1, 2400, Note_on_c, 0, 62, 0
1, 2400, Note_on_c, 0, 66, 0
1, 2400, Note_on_c, 0, 50, 0
1, 2400, Note_on_c, 0, 57, 0
1, 2400, Note_on_c, 0, 78, 72
1, 2400, Note_on_c, 0, 66, 61
1, 2400, Note_on_c, 0, 50, 52
